case_id,detective_name,rank,season,episode,crime_type,borough,case_status,arrests_made,cases_solved,hours_worked,annual_salary_usd,perpetrator_age,nine_nine_quote,date_clean
99-0837,NULL,Detective,3,S03E02,"DRUG POSSESSION",BRONX,OPEN,0,92,58.6,NULL,65,,2018-03-29
99-0838,"Gina Linetti",Administrator,2,S02E20,FRAUD,BROOKLYN,DISMISSED,18,37,62.8,NULL,55,,2017-11-29
99-0839,"Norm Scully",Detective,8,S08E20,MURDER,BROOKLYN,"IN PROGRESS",21,2,45.4,79943,64,,2015-12-18
99-0840,"Raymond Holt",Captain,5,S05E03,FRAUD,"STATEN  ISLAND",CLOSED,11,64,34.5,NULL,17,,2016-08-15
99-0841,"Gina Linetti",Administrator,3,S03E04,MURDER,BRONX,CLOSED,7,64,22.1,NULL,35,,2017-02-14
99-0843,"Terry Jeffords",Sergeant,1,S01E10,VANDALISM,BROOKLYN,DISMISSED,30,7,36.7,82698,38,,2014-08-12
99-0844,"Terry Jeffords",Sergeant,5,S05E16,MURDER,BROOKLYN,"COLD CASE",41,15,51.2,84173,24,,2016-05-31
99-0846,"Norm Scully",Detective,7,S07E20,"DRUG POSESSION",QUEENS,DISMISSED,28,76,63.9,115436,32,"Cool cool cool cool cool",2020-04-20
99-0848,"Amy Santiago",Detective,6,S06E15,FRAUD,BROOKLYN,CLOSED,45,76,60.8,76863,60,,2014-02-23
99-0850,NULL,Detective,1,S01E08,FRAUD,BRONX,OPEN,20,51,78.8,91479,67,,2016-09-24
99-0851,"Michael Hitchcock",Administrator,4,S04E13,"DRUG  POSSESSION","STATEN  ISLAND",DISMISSED,9,64,77.3,NULL,28,,2017-05-30
99-0852,"Norm Scully",Detective,4,S04E23,STALKING,BRONX,ONGOING,11,40,56,55337,40,,2021-02-27
99-0853,NULL,Detective,1,S01E16,"DRUG POSSESSION",BROOKLYN,OPEN,10,88,56.3,73613,17,,2021-06-02
99-0854,"Charles Boyle",Detective,4,S04E13,MURDER,MANHATTAN,DISMISSED,42,34,64.8,NULL,35,,2016-11-14
99-0856,"Terry Jeffords",Sergeant,8,S08E18,FRAUD,"STATEN  ISLAND","COLD CASE",41,40,37.3,90723,59,,2021-09-22
99-0857,"Jake Peralta",Detective,3,S03E09,FRAUD,MANHATTAN,CLOSED,34,0,52.3,73361,48,Bingpot!,2013-10-03
99-0858,"Gina Linetti",Administrator,8,S08E06,ARSON,QUEENS,"COLD CASE",7,72,35.4,58924,34,,2016-07-14
99-0859,"Charles Boyle",Detective,2,S02E14,ARSON,BROOKLYN,DISMISSED,43,41,54.7,103236,68,,2021-10-17
99-0861,"Amy Santiago",Detective,5,S05E15,ARSON,BRONX,DISMISSED,13,77,21.4,64913,35,"The squad has arrived",2016-06-23
99-0863,"Jake Peralta",Detective,6,S06E07,FRAUD,BRONX,"COLD CASE",42,52,37.4,70362,44,,2014-07-29
99-0864,"Raymond Holt",Captain,4,S04E22,FRAUD,BRONX,CLOSED,25,61,78.3,NULL,32,,NULL
99-0865,"Gina Linetti",Administrator,1,S01E15,MURDER,BROOKLYN,DISMISSED,47,71,55.7,68007,68,,2020-01-24
99-0867,"Amy Santiago",Detective,8,S08E15,FRAUD,BROOKLYN,"UNDER INVESTIGATION",31,2,33,68743,52,,2017-02-24
99-0870,"Gina Linetti",Administrator,8,S08E07,STALKING,QUEENS,DISMISSED,35,61,79.6,NULL,71,,2021-11-19
99-0871,"Charles Boyle",Detective,5,S05E07,STALKING,QUEENS,CLOSED,48,59,59.7,NULL,62,"The squad has arrived",2013-09-05
99-0872,"Rosa Diaz",Detective,7,S07E07,VANDALISM,"STATEN  ISLAND",CLOSED,29,77,71.1,82428,46,,2015-04-29
99-0873,"Michael Hitchcock",Detective,7,S07E19,"GRAND LARCENY",MANHATTAN,"COLD CASE",1,43,33,NULL,61,,2019-11-28
99-0875,"Michael Hitchcock",NULL,1,S01E05,ASSAULT,"STATEN  ISLAND",DISMISSED,16,44,23.4,93221,21,"I want to go to there",NULL
99-0876,"Raymond Holt",Captain,8,S08E03,ROBBERY,"STATEN  ISLAND","IN PROGRESS",13,9,78.7,83979,34,,NULL
99-0877,"Michael Hitchcock",Detective,8,S08E23,"DRUG POSSESSION",QUEENS,DISMISSED,43,20,36.2,116249,68,,2015-01-08
99-0880,"Michael Hitchcock",Detective,8,S08E12,ASSAULT,MANHATTAN,OPEN,48,78,29,0,23,"The squad has arrived",2019-07-14
99-0882,NULL,Detective,4,S04E20,STALKING,BROOKLYN,"IN PROGRESS",5,32,60.2,88595,74,,2017-10-29
99-0884,"Terry Jeffords",Sergeant,3,S03E22,ROBBERY,BROOKLYN,DISMISSED,7,45,69.6,80906,65,,2020-10-04
99-0885,"Jake Peralta",Detective,3,S03E16,ROBERRY,"STATEN  ISLAND",OPEN,34,22,52.1,55496,35,,2021-12-08
99-0891,"Norm Scully",Detective,6,S06E18,FRAUD,MANHATTAN,CLOSED,42,48,76.4,66877,21,,2021-09-01
99-0892,"Charles Boyle",Detective,5,S05E12,VANDALISM,QUEENS,DISMISSED,3,85,51.1,96079,69,"The squad has arrived",2016-05-31
99-0894,"Jake Peralta",Detective,8,S08E03,"DRUG  POSSESSION",BROOKLYN,CLOSED,11,27,22.7,97550,29,"Get that bread",2017-11-18
99-0896,"Amy Santiago",Detective,4,S04E20,"DRUG POSESSION",QUEENS,DISMISSED,18,72,71.6,NULL,64,,2019-08-31
99-0897,NULL,Detective,2,S02E08,ROBERRY,"STATEN  ISLAND",OPEN,9,35,25.3,58108,57,,2017-10-15
99-0898,"Rosa Diaz",Detective,3,S03E08,VANDALISM,BROOKLYN,"COLD CASE",49,2,64.6,NULL,31,,2017-12-26
99-0899,"Rosa Diaz",Detective,3,S03E23,VANDALISM,MANHATTAN,"UNDER INVESTIGATION",48,64,39.4,119954,58,,NULL
99-0900,"Charles Boyle",Detective,1,S01E20,STALKING,BROOKLYN,CLOSED,15,35,58.6,NULL,51,,2013-09-25
99-0903,"Gina Linetti",Administrator,4,S04E21,BURGLARY,MANHATTAN,DISMISSED,31,22,74.5,NULL,25,,2018-05-09
99-0904,"Raymond Holt",Captain,4,S04E22,MURDER,QUEENS,DISMISSED,13,6,26.8,NULL,29,"Title of your sex tape",2017-07-08
99-0905,"Amy Santiago",Detective,5,S05E08,ARSON,QUEENS,DISMISSED,28,14,40.6,0,49,"The squad has arrived",2013-06-30
99-0906,"Gina Linetti",Administrator,8,S08E03,FRAUD,QUEENS,"COLD CASE",5,18,33.2,98415,44,,2016-07-03
99-0907,"Charles Boyle",Detective,8,S08E06,BURGLARY,BRONX,DISMISSED,6,58,67.9,84781,58,"I want to go to there",2019-09-17
99-0908,"Terry Jeffords",Sergeant,2,S02E19,STALKING,BROOKLYN,"COLD CASE",48,9,20.1,64622,27,"Get that bread",2013-02-17
99-0909,"Amy Santiago",Detective,3,S03E03,MURDER,BRONX,DISMISSED,9,69,22.5,111853,44,,2019-07-28
99-0910,"Michael Hitchcock",NULL,4,S04E02,VANDALISM,"STATEN  ISLAND",CLOSED,18,31,33.1,NULL,28,,2020-08-24
99-0911,"Michael Hitchcock",Detective,8,S08E02,VANDALISME,MANHATTAN,"UNDER INVESTIGATION",19,21,31.8,88526,27,"Halloween Heist Champion",2014-07-14
99-0912,"Amy Santiago",Detective,6,S06E11,BURGLARY,BRONX,CLOSED,19,33,51.5,95673,24,,2014-11-30
99-0913,"Terry Jeffords",Sergeant,8,S08E07,"DRUG POSSESSION",BRONX,CLOSED,46,86,59.3,69902,60,,2016-11-08
99-0914,"Amy Santiago",Detective,8,S08E02,"GRAND LARCENY",BRONX,ONGOING,5,57,50.8,NULL,74,"I am a human person",2014-09-03
99-0917,"Terry Jeffords",Sergeant,8,S08E04,"DRUG POSSESSION",MANHATTAN,CLOSED,37,77,67.2,100634,68,,2014-05-30
99-0919,"Terry Jeffords",Sergeant,4,S04E06,BURGLARY,BRONX,"COLD CASE",9,5,68.8,116520,55,"Get that bread",2017-01-26
99-0920,"Charles Boyle",Detective,3,S03E20,BURGLARY,BRONX,CLOSED,34,78,38.7,103911,30,,2015-10-30
99-0922,"Jake Peralta",Detective,7,S07E06,"GRAND LARCENY",BRONX,CLOSED,50,98,69.5,0,26,,2019-01-24
99-0923,"Raymond Holt",Captain,7,S07E22,MURDER,BROOKLYN,"UNDER INVESTIGATION",22,48,23.3,NULL,33,,2014-10-18
99-0926,NULL,Detective,1,S01E23,"GRAND LARCENY",MANHATTAN,"UNDER INVESTIGATION",15,32,47.9,67570,31,"Get that bread",2016-07-20
99-0927,"Michael Hitchcock",Detective,8,S08E18,"DRUG POSSESSION",BROOKLYN,"COLD CASE",28,81,40.2,0,35,,2019-05-26
99-0928,NULL,Detective,5,S05E12,"DRUG POSESSION","STATEN  ISLAND",DISMISSED,41,53,58.6,0,72,,2017-03-21
99-0929,"Terry Jeffords",Sergeant,8,S08E06,BURGLERY,QUEENS,"COLD CASE",10,37,25.6,119240,27,"Cool cool cool cool cool",2016-11-23
99-0930,"Rosa Diaz",Detective,2,S02E18,FRAUD,BRONX,DISMISSED,36,91,33.1,112291,67,,2020-08-08
99-0931,"Norm Scully",Detective,8,S08E04,BURGLARY,BROOKLYN,"COLD CASE",15,89,73.8,86620,53,"Title of your sex tape",2018-04-18
99-0933,"Raymond Holt",Captain,5,S05E19,FRAUD,BROOKLYN,DISMISSED,15,53,36.3,64601,39,,2020-07-06
99-0935,"Jake Peralta",Detective,8,S08E05,VANDALISM,BROOKLYN,CLOSED,18,9,44.6,83323,48,"The squad has arrived",2017-07-16
99-0936,"Terry Jeffords",Sergeant,7,S07E18,"GRAND LARCENY",BRONX,"IN PROGRESS",17,42,23.8,68744,17,,NULL
99-0937,NULL,NULL,1,S01E09,"DRUG POSSESSION",BRONX,CLOSED,38,3,34.8,0,58,"I want to go to there",2014-07-09
99-0938,"Raymond Holt",Captain,4,S04E15,VANDALISM,BRONX,"UNDER INVESTIGATION",33,26,36.9,NULL,43,,2019-04-21
99-0939,"Amy Santiago",Detective,6,S06E22,"GRAND LARCENY",BRONX,CLOSED,12,58,60.7,77603,23,,NULL
99-0940,"Raymond Holt",Captain,8,S08E10,ROBBERY,"STATEN  ISLAND",DISMISSED,2,74,22.5,NULL,74,Bingpot!,2019-04-16
99-0941,"Gina Linetti",Administrator,6,S06E20,STALKING,BROOKLYN,DISMISSED,44,81,34.3,98403,71,"Title of your sex tape",2019-10-07
99-0943,"Jake Peralta",Detective,4,S04E15,ROBBERY,BROOKLYN,OPEN,10,36,56,NULL,56,,2017-04-06
99-0944,"Terry Jeffords",Sergeant,5,S05E10,"GRAND LARCENY",BRONX,DISMISSED,10,21,42.4,61408,61,Noice,2015-02-22
99-0945,NULL,Detective,1,S01E01,BURGLARY,BRONX,"COLD CASE",39,2,37.5,58755,32,,2021-08-10
99-0946,"Rosa Diaz",Detective,2,S02E07,ROBERRY,"STATEN  ISLAND","IN PROGRESS",48,4,35,115233,30,Nine-Nine!,2013-12-29
99-0947,NULL,NULL,5,S05E22,"GRAND LARCENY","STATEN  ISLAND","UNDER INVESTIGATION",38,40,64.9,61165,73,,2020-12-06
99-0949,"Terry Jeffords",Sergeant,3,S03E05,"GRAND LARCENY",QUEENS,OPEN,14,8,70.5,113655,62,Nine-Nine!,2016-10-25
99-0950,"Jake Peralta",Detective,5,S05E09,ARSON,MANHATTAN,"COLD CASE",32,6,22.3,NULL,34,,2021-01-23
99-0952,"Raymond Holt",Captain,8,S08E06,"DRUG POSSESSION","STATEN  ISLAND","COLD CASE",41,97,54.5,119170,73,"Get that bread",2018-07-11
99-0954,NULL,Detective,7,S07E22,"DRUG POSSESSION",BRONX,ONGOING,38,73,31.5,NULL,41,,NULL
99-0955,"Jake Peralta",Detective,1,S01E03,"GRAND LARCENY","STATEN  ISLAND",CLOSED,10,54,60,58318,30,"Cool cool cool cool cool",2015-06-21
99-0957,"Amy Santiago",Detective,8,S08E07,ARSON,MANHATTAN,CLOSED,18,13,70.8,98680,53,,2019-05-27
99-0958,"Norm Scully",Detective,7,S07E18,ARSON,MANHATTAN,"UNDER INVESTIGATION",6,81,46.9,82004,30,,2015-09-21
99-0959,"Gina Linetti",Administrator,4,S04E10,VANDALISM,QUEENS,OPEN,7,55,47,93462,61,,2021-06-02
99-0960,"Norm Scully",Detective,1,S01E22,VANDALISM,BRONX,"COLD CASE",20,65,77.2,57046,46,,2016-04-07
99-0961,NULL,Detective,8,S08E01,FRAUD,QUEENS,"COLD CASE",43,11,30.7,92452,23,,2017-09-07
99-0962,"Rosa Diaz",Detective,6,S06E07,"GRAND LARCENY",MANHATTAN,CLOSED,19,87,67.5,56067,15,,NULL
99-0963,"Rosa Diaz",Detective,7,S07E04,"DRUG POSSESSION",BRONX,DISMISSED,21,97,51.4,87684,19,,2013-09-09
99-0965,"Terry Jeffords",Sergeant,2,S02E09,MURDER,BRONX,ONGOING,40,61,20.4,112033,32,,2015-09-26
99-0966,"Gina Linetti",Administrator,3,S03E06,"DRUG  POSSESSION",MANHATTAN,"COLD CASE",6,18,75.2,67084,18,"The squad has arrived",2013-01-22
99-0967,NULL,Detective,6,S06E20,MURDER,"STATEN  ISLAND",DISMISSED,14,56,49.5,NULL,75,,2014-04-15
99-0969,"Raymond Holt",Captain,2,S02E09,ROBBERY,MANHATTAN,"UNDER INVESTIGATION",12,42,38.2,NULL,44,"Title of your sex tape",2017-08-29
99-0970,"Raymond Holt",Captain,3,S03E17,"DRUG POSSESSION","STATEN  ISLAND",CLOSED,41,37,32.8,NULL,44,,2014-04-28
99-0971,"Charles Boyle",Detective,8,S08E02,VANDALISM,MANHATTAN,"COLD CASE",17,27,28.1,85161,74,"I want to go to there",2016-07-18
99-0973,"Amy Santiago",Detective,7,S07E01,"DRUG POSSESSION",MANHATTAN,DISMISSED,22,66,48.6,NULL,28,"Get that bread",2013-11-01
99-0975,"Terry Jeffords",Sergeant,3,S03E16,BURGLARY,MANHATTAN,"COLD CASE",43,11,47.7,NULL,61,"Cool cool cool cool cool",2021-01-31
99-0976,"Terry Jeffords",Sergeant,8,S08E10,VANDALISM,"STATEN  ISLAND","COLD CASE",39,79,72.8,NULL,45,,2013-02-04
99-0977,"Jake Peralta",Detective,1,S01E05,BURGLARY,QUEENS,"COLD CASE",34,17,45.6,94482,29,,2016-11-05
99-0979,"Rosa Diaz",Detective,7,S07E09,ASSAULT,"STATEN  ISLAND","COLD CASE",45,78,47.9,NULL,55,,2019-08-15
99-0980,"Norm Scully",Detective,3,S03E16,STALKING,BRONX,"COLD CASE",33,77,59.5,NULL,57,,2015-10-13
99-0981,"Michael Hitchcock",Detective,7,S07E12,ROBBERY,BROOKLYN,ONGOING,49,88,68.6,0,18,,2021-07-15
99-0983,"Rosa Diaz",Detective,5,S05E07,ARSON,"STATEN  ISLAND","COLD CASE",22,69,53.4,NULL,52,,2019-06-14
99-0984,"Terry Jeffords",Sergeant,8,S08E21,MURDER,MANHATTAN,CLOSED,39,79,51.7,NULL,22,,2019-02-12
99-0985,"Jake Peralta",Detective,7,S07E08,"GRAND LARCENY",BRONX,CLOSED,35,96,34.6,107934,54,"Get that bread",2020-09-12
99-0986,"Raymond Holt",Captain,1,S01E18,"DRUG POSSESSION",BROOKLYN,CLOSED,15,16,33.5,NULL,48,"I want to go to there",2014-01-25
99-0987,"Jake Peralta",Detective,7,S07E19,"DRUG POSSESSION",MANHATTAN,OPEN,4,92,77.9,80629,55,,2016-11-17
99-0988,"Michael Hitchcock",Sergeant,8,S08E19,VANDALISM,MANHATTAN,"COLD CASE",50,13,78.9,118575,36,,2016-01-05
99-0990,"Michael Hitchcock",Detective,5,S05E18,ASSAULT,QUEENS,"COLD CASE",45,85,76.1,70023,44,"I am a human person",2017-03-23
99-0991,"Norm Scully",Detective,3,S03E02,VANDALISM,"STATEN  ISLAND",DISMISSED,12,54,42.7,108183,32,,2020-11-23
99-0992,"Norm Scully",Detective,5,S05E07,"DRUG  POSSESSION",MANHATTAN,DISMISSED,6,52,72.1,118013,17,Noice,2013-06-02
99-0993,"Raymond Holt",Captain,1,S01E11,MURDER,BRONX,CLOSED,15,10,65,81697,64,"I want to go to there",2016-04-14
99-0994,"Terry Jeffords",Sergeant,4,S04E16,BURGLERY,MANHATTAN,"COLD CASE",37,82,64.9,NULL,42,,NULL
99-0997,"Terry Jeffords",Sergeant,8,S08E22,BURGLARY,QUEENS,"COLD CASE",49,9,23.4,70888,23,"Halloween Heist Champion",2017-12-15
99-0999,"Rosa Diaz",Detective,8,S08E16,FRAUD,MANHATTAN,OPEN,15,23,69.8,85241,32,,2019-04-29
99-1000,NULL,Detective,8,S08E02,ASSAULT,QUEENS,OPEN,15,49,51,NULL,16,,2019-03-29
99-1002,"Terry Jeffords",Sergeant,6,S06E23,ROBERRY,BROOKLYN,CLOSED,30,78,65.1,61079,28,,2013-06-14
99-1003,"Rosa Diaz",Detective,5,S05E01,MURDER,BROOKLYN,"COLD CASE",38,19,41.7,56350,25,,2021-05-27
99-1004,"Raymond Holt",Captain,1,S01E02,ASSAULT,"STATEN  ISLAND",CLOSED,27,94,44.2,108612,50,,2019-08-27
99-1005,"Terry Jeffords",Sergeant,8,S08E12,"DRUG POSESSION",BRONX,"COLD CASE",43,99,24.2,NULL,37,,2020-09-07
99-1007,"Terry Jeffords",Sergeant,7,S07E21,BURGLARY,MANHATTAN,"COLD CASE",42,42,62.5,61492,38,,2015-03-02
99-1008,NULL,Detective,6,S06E11,ARSON,BRONX,"COLD CASE",50,4,44.2,106705,36,,2016-01-26
99-1009,"Terry Jeffords",Sergeant,5,S05E07,"GRAND LARCENY","STATEN  ISLAND",DISMISSED,32,6,33.8,89676,74,,2013-08-09
99-1010,"Michael Hitchcock",Sergeant,5,S05E22,MURDER,MANHATTAN,DISMISSED,49,53,70.4,95751,59,,2015-07-19
99-1011,"Terry Jeffords",Sergeant,2,S02E15,BURGLARY,"STATEN  ISLAND",CLOSED,16,1,47.1,110377,57,,2019-05-18
99-1013,"Amy Santiago",Detective,8,S08E04,FRAUD,BROOKLYN,"COLD CASE",4,47,79.2,0,65,,2017-01-30
99-1015,"Norm Scully",Detective,4,S04E10,BURGLARY,MANHATTAN,DISMISSED,14,53,69,NULL,39,"I am a human person",2017-09-12
99-1018,NULL,Detective,6,S06E10,ROBERRY,MANHATTAN,"UNDER INVESTIGATION",43,37,35.3,75911,61,,2020-03-12
99-1022,"Gina Linetti",Administrator,5,S05E09,FRAUD,QUEENS,"UNDER INVESTIGATION",43,64,60,NULL,57,,2020-11-05
99-1023,"Norm Scully",Detective,8,S08E17,VANDALISM,MANHATTAN,DISMISSED,48,77,22.3,55562,36,"I want to go to there",2016-11-13
99-1024,NULL,Detective,4,S04E11,ASSAULT,QUEENS,OPEN,13,75,52.6,57342,38,,2014-04-30
99-1025,NULL,Detective,3,S03E03,VANDALISM,MANHATTAN,"UNDER INVESTIGATION",22,86,73.8,59932,44,,2017-01-30
99-1027,"Norm Scully",Detective,1,S01E06,BURGLARY,MANHATTAN,"COLD CASE",41,7,68.4,112087,16,,2021-01-18
99-1028,"Norm Scully",Detective,3,S03E14,ARSON,"STATEN  ISLAND",OPEN,48,48,43,64495,35,,2017-12-26
99-1029,NULL,Detective,8,S08E15,ASSAULT,"STATEN  ISLAND","COLD CASE",15,62,71.5,104618,45,,NULL
99-1030,"Michael Hitchcock",Administrator,6,S06E21,FRAUD,MANHATTAN,ONGOING,32,7,28.8,NULL,26,,2015-07-11
99-1031,"Norm Scully",Detective,8,S08E05,"GRAND LARCENY","STATEN  ISLAND",DISMISSED,39,37,56.4,0,18,,2013-07-16
99-1035,"Amy Santiago",Detective,7,S07E13,ARSON,"STATEN  ISLAND","COLD CASE",38,7,65.8,110888,56,,2017-05-27
99-1036,"Raymond Holt",Captain,4,S04E22,STALKING,"STATEN  ISLAND","COLD CASE",31,35,66.4,96327,15,"The squad has arrived",2013-11-14
99-1037,NULL,Detective,4,S04E20,ASSAULT,"STATEN  ISLAND",CLOSED,36,60,62.6,0,50,Noice,NULL
99-1038,"Charles Boyle",Detective,3,S03E13,"GRAND LARCENY",BROOKLYN,CLOSED,38,34,63.8,NULL,20,"I want to go to there",2017-01-29
99-1040,NULL,Detective,2,S02E11,BURGLARY,BRONX,"COLD CASE",5,84,58.8,92155,62,,2017-08-18
99-1041,"Jake Peralta",Detective,5,S05E09,FRAUD,"STATEN  ISLAND","COLD CASE",17,3,51.4,64580,28,,2015-10-26
99-1043,"Charles Boyle",Detective,2,S02E13,MURDER,"STATEN  ISLAND",CLOSED,31,70,40.9,67416,38,Bingpot!,NULL
99-1046,"Charles Boyle",Detective,4,S04E10,ASSAULT,QUEENS,DISMISSED,21,45,37.7,NULL,36,"The squad has arrived",2014-08-15
99-1047,"Gina Linetti",Administrator,2,S02E07,FRAUD,"STATEN  ISLAND",CLOSED,47,5,33.2,112016,26,,2014-09-09
99-1048,"Raymond Holt",Captain,4,S04E15,"GRAND LARCENY","STATEN  ISLAND",CLOSED,13,11,33.4,96836,41,,NULL
99-1050,"Michael Hitchcock",Detective,3,S03E15,"DRUG POSSESSION",BROOKLYN,"UNDER INVESTIGATION",37,80,41.3,56672,58,"Halloween Heist Champion",2017-02-24
99-1051,"Charles Boyle",Detective,5,S05E17,MURDER,MANHATTAN,OPEN,50,80,41.4,103663,22,,2016-10-31
99-1052,"Norm Scully",Detective,7,S07E22,ASSAULT,QUEENS,OPEN,2,51,79.8,84164,32,,2013-08-23
99-1053,"Norm Scully",Detective,5,S05E12,"DRUG POSSESSION","STATEN  ISLAND",DISMISSED,28,82,79.9,118981,63,,NULL
99-1054,"Gina Linetti",Administrator,7,S07E14,FRAUD,BRONX,DISMISSED,18,10,48,64325,27,"I want to go to there",2020-04-06
99-1055,"Rosa Diaz",Detective,3,S03E03,BURGLERY,BROOKLYN,"COLD CASE",17,85,67.6,NULL,49,,2021-03-24
99-1056,"Rosa Diaz",Detective,5,S05E09,STALKING,BROOKLYN,"UNDER INVESTIGATION",26,11,20.5,74228,33,,2016-06-02
99-1057,"Raymond Holt",Captain,2,S02E05,ROBBERY,QUEENS,DISMISSED,41,6,71,NULL,67,,2015-02-28
99-1058,"Gina Linetti",Administrator,4,S04E04,BURGLARY,MANHATTAN,DISMISSED,48,60,79.7,55734,43,,2019-03-15
99-1059,"Gina Linetti",Administrator,7,S07E15,STALKING,MANHATTAN,"COLD CASE",49,70,50.3,97444,72,,2014-07-19
99-1061,"Charles Boyle",Detective,5,S05E05,FRAUD,MANHATTAN,CLOSED,6,29,66.7,109413,46,"I want to go to there",2015-07-26
99-1062,"Michael Hitchcock",Detective,1,S01E10,STALKING,"STATEN  ISLAND",DISMISSED,40,45,44.5,63793,61,Noice,2013-05-30
99-1066,"Norm Scully",Detective,1,S01E08,STALKING,"STATEN  ISLAND",CLOSED,13,47,40.6,88317,66,,2018-12-25
99-1068,"Raymond Holt",Captain,2,S02E23,"GRAND LARCENY",BRONX,"UNDER INVESTIGATION",43,63,31.9,87230,40,,2015-01-22
99-1069,"Charles Boyle",Detective,2,S02E11,STALKING,BROOKLYN,"COLD CASE",38,30,66.8,0,19,,2019-02-20
99-1070,"Michael Hitchcock",Detective,6,S06E23,BURGLARY,MANHATTAN,DISMISSED,26,90,35.6,NULL,41,,2018-07-18
99-1071,"Gina Linetti",Administrator,1,S01E08,STALKING,QUEENS,DISMISSED,29,80,34.5,82903,48,Noice,2016-04-18
99-1073,"Charles Boyle",Detective,6,S06E20,MURDER,QUEENS,CLOSED,1,14,41.6,84236,20,,2013-01-16
99-1074,"Terry Jeffords",Sergeant,2,S02E11,"GRAND LARCENY",QUEENS,DISMISSED,38,32,45.6,67431,62,"Title of your sex tape",2013-05-31
99-1076,"Terry Jeffords",Sergeant,1,S01E19,"DRUG POSESSION",BROOKLYN,ONGOING,21,46,78.1,NULL,39,"I want to go to there",2015-01-24
99-1077,NULL,Detective,5,S05E11,"DRUG POSSESSION",BROOKLYN,CLOSED,11,80,56,118262,57,,2015-02-07
99-1081,NULL,Detective,5,S05E14,VANDALISM,QUEENS,OPEN,31,25,68.8,103452,69,,2015-08-11
99-1082,NULL,Detective,6,S06E17,ASSAULT,QUEENS,CLOSED,1,73,78.9,117290,24,,2013-07-16
99-1083,NULL,Detective,3,S03E04,"GRAND LARCENY",MANHATTAN,DISMISSED,48,69,60.9,94806,18,Bingpot!,2015-10-15
99-1087,"Charles Boyle",Detective,3,S03E23,"DRUG  POSSESSION","STATEN  ISLAND","UNDER INVESTIGATION",9,48,46.4,115533,70,"Get that bread",2018-11-09
99-1088,"Terry Jeffords",Sergeant,1,S01E21,FRAUD,"STATEN  ISLAND",OPEN,46,56,69.9,118328,68,,2017-10-24
99-1089,"Terry Jeffords",Sergeant,4,S04E09,ARSON,"STATEN  ISLAND",DISMISSED,27,4,70.3,91749,36,,NULL
99-1092,NULL,NULL,1,S01E16,BURGLARY,BROOKLYN,"IN PROGRESS",36,59,51.4,0,75,"I want to go to there",NULL
99-1094,"Gina Linetti",Administrator,2,S02E14,MURDER,BROOKLYN,"COLD CASE",23,81,48.8,67700,32,"Title of your sex tape",2019-04-08
99-1096,"Michael Hitchcock",Sergeant,2,S02E20,"DRUG POSSESSION","STATEN  ISLAND",OPEN,1,35,29.7,116690,67,,NULL
99-1098,"Raymond Holt",Captain,3,S03E07,STALKING,MANHATTAN,ONGOING,48,85,40.1,56958,21,,2014-06-20
99-1099,"Charles Boyle",Detective,4,S04E06,ARSON,QUEENS,OPEN,40,92,73.3,116589,55,,2015-08-19
99-1100,"Michael Hitchcock",Sergeant,6,S06E15,ASSAULT,"STATEN  ISLAND","IN PROGRESS",7,26,76.1,99258,54,,2019-12-23
99-1101,"Charles Boyle",Detective,7,S07E02,ARSON,MANHATTAN,DISMISSED,11,29,49,77853,71,,NULL
99-1102,"Gina Linetti",Administrator,1,S01E16,ROBERRY,BRONX,OPEN,18,4,77.1,58057,56,,2018-12-12
99-1103,NULL,Detective,8,S08E09,MURDER,MANHATTAN,"COLD CASE",14,22,55,0,21,,NULL
99-1104,"Terry Jeffords",Sergeant,3,S03E08,VANDALISM,BRONX,DISMISSED,40,68,76.1,NULL,48,"I want to go to there",2019-02-20
99-1105,"Raymond Holt",Captain,3,S03E14,"GRAND LARCENY",BROOKLYN,"COLD CASE",41,75,75.3,65434,37,,2016-07-15
99-1106,"Rosa Diaz",Detective,4,S04E07,ARSON,MANHATTAN,DISMISSED,7,94,78.5,97816,28,,2013-11-23
99-1107,"Rosa Diaz",Detective,3,S03E14,MURDER,MANHATTAN,DISMISSED,6,37,69.4,NULL,26,,2021-11-18
99-1108,NULL,Detective,2,S02E14,MURDER,MANHATTAN,DISMISSED,43,36,75.8,NULL,31,,2013-07-04
99-1109,"Rosa Diaz",Detective,4,S04E07,BURGLARY,BRONX,DISMISSED,27,10,69.1,70442,55,,NULL
99-1110,"Charles Boyle",Detective,3,S03E13,FRAUD,QUEENS,"COLD CASE",36,3,28.6,69017,48,,NULL
99-1111,"Gina Linetti",Administrator,3,S03E05,ROBBERY,BRONX,"COLD CASE",21,28,63.4,57803,72,Nine-Nine!,2013-12-30
99-1112,"Jake Peralta",Detective,5,S05E17,ROBBERY,BROOKLYN,"UNDER INVESTIGATION",44,10,29.3,109615,62,,2020-10-22
99-1113,"Terry Jeffords",Sergeant,7,S07E09,ROBBERY,QUEENS,DISMISSED,42,73,68.4,71161,50,,NULL
99-1115,"Raymond Holt",Captain,5,S05E07,VANDALISM,BROOKLYN,OPEN,7,1,30.6,0,38,"Cool cool cool cool cool",2021-03-15
99-1116,"Gina Linetti",Administrator,6,S06E02,FRAUD,"STATEN  ISLAND","COLD CASE",28,13,27.9,112464,48,,NULL
